,s,r,n,sol,file,datetime,experiment,seed
203,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:33,hashing_experiment.py,10
204,1,6,965,15168,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:33,hashing_experiment.py,10
205,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:33,hashing_experiment.py,10
206,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:33,hashing_experiment.py,10
207,1,6,965,16032,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:33,hashing_experiment.py,10
208,1,6,965,11520,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:33,hashing_experiment.py,10
209,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:33,hashing_experiment.py,10
210,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:33,hashing_experiment.py,10
211,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:33,hashing_experiment.py,10
212,1,6,965,16032,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:34,hashing_experiment.py,10
213,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:34,hashing_experiment.py,10
214,1,6,965,16032,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:34,hashing_experiment.py,10
215,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:34,hashing_experiment.py,10
216,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:35,hashing_experiment.py,10
217,1,6,965,8016,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:35,hashing_experiment.py,10
218,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:35,hashing_experiment.py,10
219,1,6,965,5344,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:35,hashing_experiment.py,10
220,1,6,965,16032,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:36,hashing_experiment.py,10
221,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:36,hashing_experiment.py,10
222,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:36,hashing_experiment.py,10
223,1,6,965,16032,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:36,hashing_experiment.py,10
224,1,6,965,3840,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:37,hashing_experiment.py,10
225,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:37,hashing_experiment.py,10
226,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:37,hashing_experiment.py,10
227,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:37,hashing_experiment.py,10
228,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:37,hashing_experiment.py,10
229,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:38,hashing_experiment.py,10
230,1,6,965,5344,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:38,hashing_experiment.py,10
231,1,6,965,16032,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:39,hashing_experiment.py,10
232,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:39,hashing_experiment.py,10
233,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:39,hashing_experiment.py,10
234,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:39,hashing_experiment.py,10
235,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:40,hashing_experiment.py,10
236,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:40,hashing_experiment.py,10
237,1,6,965,6912,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:40,hashing_experiment.py,10
238,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:40,hashing_experiment.py,10
239,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:40,hashing_experiment.py,10
240,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:40,hashing_experiment.py,10
241,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:40,hashing_experiment.py,10
242,1,6,965,16032,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:41,hashing_experiment.py,10
243,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:41,hashing_experiment.py,10
244,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:41,hashing_experiment.py,10
245,1,6,965,14496,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:41,hashing_experiment.py,10
246,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:41,hashing_experiment.py,10
247,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:41,hashing_experiment.py,10
248,1,6,965,6816,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:41,hashing_experiment.py,10
249,1,6,965,2400,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:42,hashing_experiment.py,10
250,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:42,hashing_experiment.py,10
251,1,6,965,16032,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:42,hashing_experiment.py,10
252,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:43,hashing_experiment.py,10
253,1,6,965,5344,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:43,hashing_experiment.py,10
254,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:43,hashing_experiment.py,10
255,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:43,hashing_experiment.py,10
256,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:43,hashing_experiment.py,10
257,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:43,hashing_experiment.py,10
258,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:43,hashing_experiment.py,10
259,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:44,hashing_experiment.py,10
260,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:44,hashing_experiment.py,10
261,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:44,hashing_experiment.py,10
262,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:44,hashing_experiment.py,10
263,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:44,hashing_experiment.py,10
264,1,6,965,2400,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:44,hashing_experiment.py,10
265,1,6,965,16032,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:45,hashing_experiment.py,10
266,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:45,hashing_experiment.py,10
267,1,6,965,2400,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:45,hashing_experiment.py,10
268,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:45,hashing_experiment.py,10
269,1,6,965,16032,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:46,hashing_experiment.py,10
270,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:46,hashing_experiment.py,10
271,1,6,965,864,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:46,hashing_experiment.py,10
272,1,6,965,16032,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:46,hashing_experiment.py,10
273,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:46,hashing_experiment.py,10
274,1,6,965,16032,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:47,hashing_experiment.py,10
275,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:47,hashing_experiment.py,10
276,1,6,965,10272,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:48,hashing_experiment.py,10
277,1,6,965,15168,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:48,hashing_experiment.py,10
278,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:48,hashing_experiment.py,10
279,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:48,hashing_experiment.py,10
280,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:48,hashing_experiment.py,10
281,1,6,965,2304,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:49,hashing_experiment.py,10
282,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:49,hashing_experiment.py,10
283,1,6,965,16032,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:49,hashing_experiment.py,10
284,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:49,hashing_experiment.py,10
285,1,6,965,16032,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:50,hashing_experiment.py,10
286,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:50,hashing_experiment.py,10
287,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:50,hashing_experiment.py,10
288,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:50,hashing_experiment.py,10
289,1,6,965,16032,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:51,hashing_experiment.py,10
290,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:51,hashing_experiment.py,10
291,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:51,hashing_experiment.py,10
292,1,6,965,16032,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:51,hashing_experiment.py,10
293,1,6,965,16032,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:52,hashing_experiment.py,10
294,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:52,hashing_experiment.py,10
295,1,6,965,8064,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:52,hashing_experiment.py,10
296,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:52,hashing_experiment.py,10
297,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:53,hashing_experiment.py,10
298,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:53,hashing_experiment.py,10
299,1,6,965,16032,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:54,hashing_experiment.py,10
300,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:54,hashing_experiment.py,10
301,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:54,hashing_experiment.py,10
302,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:54,hashing_experiment.py,10
303,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:54,hashing_experiment.py,10
304,1,6,965,16032,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:55,hashing_experiment.py,10
305,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:55,hashing_experiment.py,10
306,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:55,hashing_experiment.py,10
307,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:55,hashing_experiment.py,10
308,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:56,hashing_experiment.py,10
309,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:56,hashing_experiment.py,10
310,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:56,hashing_experiment.py,10
311,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:56,hashing_experiment.py,10
312,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:56,hashing_experiment.py,10
313,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:56,hashing_experiment.py,10
314,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:56,hashing_experiment.py,10
315,1,6,965,16032,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:57,hashing_experiment.py,10
316,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:57,hashing_experiment.py,10
317,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:57,hashing_experiment.py,10
318,1,6,965,16032,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:57,hashing_experiment.py,10
319,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:57,hashing_experiment.py,10
320,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:57,hashing_experiment.py,10
321,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:57,hashing_experiment.py,10
322,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:58,hashing_experiment.py,10
323,1,6,965,16032,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:58,hashing_experiment.py,10
324,1,6,965,16032,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:59,hashing_experiment.py,10
325,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:59,hashing_experiment.py,10
326,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:59,hashing_experiment.py,10
327,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:59,hashing_experiment.py,10
328,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:59,hashing_experiment.py,10
329,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:22:59,hashing_experiment.py,10
330,1,6,965,16032,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:23:00,hashing_experiment.py,10
331,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:23:00,hashing_experiment.py,10
332,1,6,965,736,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:23:01,hashing_experiment.py,10
333,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:23:01,hashing_experiment.py,10
334,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:23:01,hashing_experiment.py,10
335,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:23:01,hashing_experiment.py,10
336,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:23:01,hashing_experiment.py,10
337,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:23:01,hashing_experiment.py,10
338,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:23:01,hashing_experiment.py,10
339,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:23:01,hashing_experiment.py,10
340,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:23:02,hashing_experiment.py,10
341,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:23:02,hashing_experiment.py,10
342,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:23:02,hashing_experiment.py,10
343,1,6,965,16032,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:23:02,hashing_experiment.py,10
344,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:23:03,hashing_experiment.py,10
345,1,6,965,2208,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:23:03,hashing_experiment.py,10
346,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:23:03,hashing_experiment.py,10
347,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:23:03,hashing_experiment.py,10
348,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:23:04,hashing_experiment.py,10
349,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:23:04,hashing_experiment.py,10
350,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:23:04,hashing_experiment.py,10
351,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:23:04,hashing_experiment.py,10
352,1,6,965,16032,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:23:04,hashing_experiment.py,10
353,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:23:04,hashing_experiment.py,10
354,1,6,965,16032,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:23:05,hashing_experiment.py,10
355,1,6,965,16032,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:23:05,hashing_experiment.py,10
356,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:23:05,hashing_experiment.py,10
357,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:23:05,hashing_experiment.py,10
358,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:23:05,hashing_experiment.py,10
359,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:23:05,hashing_experiment.py,10
360,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:23:06,hashing_experiment.py,10
361,1,6,965,16032,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:23:06,hashing_experiment.py,10
362,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:23:07,hashing_experiment.py,10
363,1,6,965,16032,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:23:07,hashing_experiment.py,10
364,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:23:07,hashing_experiment.py,10
365,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:23:07,hashing_experiment.py,10
366,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:23:07,hashing_experiment.py,10
367,1,6,965,4608,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:23:08,hashing_experiment.py,10
368,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:23:08,hashing_experiment.py,10
369,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:23:08,hashing_experiment.py,10
370,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:23:08,hashing_experiment.py,10
371,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:23:09,hashing_experiment.py,10
372,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:23:09,hashing_experiment.py,10
373,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:23:09,hashing_experiment.py,10
374,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:23:10,hashing_experiment.py,10
375,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:23:10,hashing_experiment.py,10
376,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:23:10,hashing_experiment.py,10
377,1,6,965,16032,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:23:11,hashing_experiment.py,10
378,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:23:11,hashing_experiment.py,10
379,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:23:11,hashing_experiment.py,10
380,1,6,965,16032,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:23:12,hashing_experiment.py,10
381,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:23:12,hashing_experiment.py,10
382,1,6,965,16032,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:23:12,hashing_experiment.py,10
383,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:23:12,hashing_experiment.py,10
384,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:23:12,hashing_experiment.py,10
385,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:23:13,hashing_experiment.py,10
386,1,6,965,4608,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:23:13,hashing_experiment.py,10
387,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:23:13,hashing_experiment.py,10
388,1,6,965,16032,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:23:13,hashing_experiment.py,10
389,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:23:13,hashing_experiment.py,10
390,1,6,965,2672,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:23:14,hashing_experiment.py,10
391,1,6,965,2208,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:23:14,hashing_experiment.py,10
392,1,6,965,8016,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:23:14,hashing_experiment.py,10
393,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:23:14,hashing_experiment.py,10
394,1,6,965,16032,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:23:15,hashing_experiment.py,10
395,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:23:15,hashing_experiment.py,10
396,1,6,965,16032,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:23:15,hashing_experiment.py,10
397,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:23:15,hashing_experiment.py,10
398,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:23:15,hashing_experiment.py,10
399,1,6,965,8016,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:23:16,hashing_experiment.py,10
400,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:23:16,hashing_experiment.py,10
401,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:23:16,hashing_experiment.py,10
402,1,6,965,4608,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:23:16,hashing_experiment.py,10
403,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:23:16,hashing_experiment.py,10
404,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:23:16,hashing_experiment.py,10
405,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:23:16,hashing_experiment.py,10
406,1,6,965,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,18/06/2020 17:23:17,hashing_experiment.py,10
