s,r,n,sol,file,datetime,experiment,seed
1,1,220,16032,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,17/06/2020 14:49:59,hashing_experiment.py,10
1,1,220,2208,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,17/06/2020 14:49:59,hashing_experiment.py,10
1,1,220,16032,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,17/06/2020 14:50:00,hashing_experiment.py,10
1,1,220,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,17/06/2020 14:50:00,hashing_experiment.py,10
1,1,220,16032,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,17/06/2020 14:50:01,hashing_experiment.py,10
1,1,220,16032,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,17/06/2020 14:50:02,hashing_experiment.py,10
1,1,220,6816,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,17/06/2020 14:50:03,hashing_experiment.py,10
1,1,220,16032,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,17/06/2020 14:50:04,hashing_experiment.py,10
1,1,220,16032,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,17/06/2020 14:50:05,hashing_experiment.py,10
1,1,220,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,17/06/2020 14:50:05,hashing_experiment.py,10
1,1,220,16032,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,17/06/2020 14:50:06,hashing_experiment.py,10
1,1,220,16032,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,17/06/2020 14:50:07,hashing_experiment.py,10
1,1,220,16032,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,17/06/2020 14:50:08,hashing_experiment.py,10
1,1,220,16032,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,17/06/2020 14:50:09,hashing_experiment.py,10
1,1,220,864,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,17/06/2020 14:50:09,hashing_experiment.py,10
1,1,220,16032,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,17/06/2020 14:50:10,hashing_experiment.py,10
1,1,220,16032,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,17/06/2020 14:50:11,hashing_experiment.py,10
1,1,220,16032,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,17/06/2020 14:50:12,hashing_experiment.py,10
1,1,220,16032,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,17/06/2020 14:50:13,hashing_experiment.py,10
1,1,220,16032,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,17/06/2020 14:50:14,hashing_experiment.py,10
1,1,220,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,17/06/2020 14:50:14,hashing_experiment.py,10
1,1,220,16032,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,17/06/2020 14:50:15,hashing_experiment.py,10
1,1,220,16032,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,17/06/2020 14:50:16,hashing_experiment.py,10
1,1,220,16032,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,17/06/2020 14:50:17,hashing_experiment.py,10
1,1,220,16032,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,17/06/2020 14:50:18,hashing_experiment.py,10
1,1,220,16032,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,17/06/2020 14:50:19,hashing_experiment.py,10
1,1,220,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,17/06/2020 14:50:19,hashing_experiment.py,10
1,1,220,16032,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,17/06/2020 14:50:20,hashing_experiment.py,10
1,1,220,0,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,17/06/2020 14:50:21,hashing_experiment.py,10
1,1,220,16032,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,17/06/2020 14:50:21,hashing_experiment.py,10
1,1,220,16032,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,17/06/2020 14:50:22,hashing_experiment.py,10
1,1,220,16032,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,17/06/2020 14:50:23,hashing_experiment.py,10
1,1,220,16032,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,17/06/2020 14:50:24,hashing_experiment.py,10
1,1,220,16032,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,17/06/2020 14:50:25,hashing_experiment.py,10
1,1,220,16032,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,17/06/2020 14:50:26,hashing_experiment.py,10
1,1,220,16032,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,17/06/2020 14:50:27,hashing_experiment.py,10
1,1,220,16032,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,17/06/2020 14:50:28,hashing_experiment.py,10
1,1,220,16032,generated-input-bin_search/cnf-gen-L220-W3-C965-I6.cnf,17/06/2020 14:50:29,hashing_experiment.py,10
