cnf,solver,problem_type,time,size,benchmark
cnf-emb-h-square-g-pg2-7.cnf,homSub,--emb,0.09486417009902652,36,pg2-3
cnf-emb-h-square-g-pg2-7.cnf,sharp,--emb,0.6292546914017294,36,pg2-3
cnf-emb-h-square-g-pg2-8.cnf,ganak,--emb,2.1259148054901744,36,pg2-3
cnf-emb-h-square-g-pg2-8.cnf,homSub,--emb,0.10745053060818463,36,pg2-3
cnf-emb-h-square-g-pg2-8.cnf,sharp,--emb,1.9136948133993428,36,pg2-3
cnf-emb-h-trianglehouse-g-pg2-2.cnf,ganak,--emb,0.03627169279498048,36,pg2-3
cnf-emb-h-trianglehouse-g-pg2-2.cnf,homSub,--emb,0.09465080620138906,36,pg2-3
cnf-emb-h-trianglehouse-g-pg2-2.cnf,sharp,--emb,0.011360580197651871,36,pg2-3
cnf-emb-h-trianglehouse-g-pg2-3.cnf,ganak,--emb,0.03527118880592752,36,pg2-3
cnf-emb-h-trianglehouse-g-pg2-3.cnf,homSub,--emb,0.09759047440020367,36,pg2-3
cnf-emb-h-trianglehouse-g-pg2-3.cnf,sharp,--emb,0.014757858097436839,36,pg2-3
cnf-emb-h-trianglehouse-g-pg2-4.cnf,ganak,--emb,0.04186210099433083,36,pg2-3
cnf-emb-h-trianglehouse-g-pg2-4.cnf,homSub,--emb,0.11568853709613905,36,pg2-3
cnf-emb-h-trianglehouse-g-pg2-4.cnf,sharp,--emb,0.022758565997355616,36,pg2-3
cnf-emb-h-trianglehouse-g-pg2-5.cnf,ganak,--emb,0.05805161340394989,36,pg2-3
cnf-emb-h-trianglehouse-g-pg2-5.cnf,homSub,--emb,0.21088252010231373,36,pg2-3
cnf-emb-h-trianglehouse-g-pg2-5.cnf,sharp,--emb,0.04206735919869971,36,pg2-3
cnf-emb-h-trianglehouse-g-pg2-7.cnf,ganak,--emb,0.14543741359666457,36,pg2-3
cnf-emb-h-trianglehouse-g-pg2-7.cnf,homSub,--emb,1.3474934325000505,36,pg2-3
cnf-emb-h-trianglehouse-g-pg2-7.cnf,sharp,--emb,0.12168685279903002,36,pg2-3
cnf-emb-h-trianglehouse-g-pg2-8.cnf,ganak,--emb,0.23961370209581218,36,pg2-3
cnf-emb-h-trianglehouse-g-pg2-8.cnf,homSub,--emb,3.394806921295822,36,pg2-3
cnf-emb-h-trianglehouse-g-pg2-8.cnf,sharp,--emb,0.2198957756976597,36,pg2-3
cnf-hom-h-cycle5-g-pg2-2.cnf,ganak,--hom,0.028068155399523675,36,pg2-3
cnf-hom-h-cycle5-g-pg2-2.cnf,homSub,--hom,0.07471788200200535,36,pg2-3
cnf-hom-h-cycle5-g-pg2-2.cnf,sharp,--hom,0.011869972397107631,36,pg2-3
cnf-hom-h-cycle5-g-pg2-3.cnf,ganak,--hom,0.03942345949762967,36,pg2-3
cnf-hom-h-cycle5-g-pg2-3.cnf,homSub,--hom,0.07828887079667765,36,pg2-3
cnf-hom-h-cycle5-g-pg2-3.cnf,sharp,--hom,0.023545162493246608,36,pg2-3
cnf-hom-h-cycle5-g-pg2-4.cnf,ganak,--hom,0.08841970319626853,36,pg2-3
cnf-hom-h-cycle5-g-pg2-4.cnf,homSub,--hom,0.07727572330040858,36,pg2-3
cnf-hom-h-cycle5-g-pg2-4.cnf,sharp,--hom,0.057568145293043924,36,pg2-3
cnf-hom-h-cycle5-g-pg2-5.cnf,ganak,--hom,0.21753949120175092,36,pg2-3
cnf-hom-h-cycle5-g-pg2-5.cnf,homSub,--hom,0.07524038490082603,36,pg2-3
cnf-hom-h-cycle5-g-pg2-5.cnf,sharp,--hom,0.12006377659563441,36,pg2-3
cnf-hom-h-cycle5-g-pg2-7.cnf,ganak,--hom,3.575854443499702,36,pg2-3
cnf-hom-h-cycle5-g-pg2-7.cnf,homSub,--hom,0.09289223469386343,36,pg2-3
cnf-hom-h-cycle5-g-pg2-7.cnf,sharp,--hom,1.665207725801156,36,pg2-3
cnf-hom-h-cycle5-g-pg2-8.cnf,ganak,--hom,8.831603650207398,36,pg2-3
cnf-hom-h-cycle5-g-pg2-8.cnf,homSub,--hom,0.10496609640249517,36,pg2-3
cnf-hom-h-cycle5-g-pg2-8.cnf,sharp,--hom,4.501707766402978,36,pg2-3
cnf-hom-h-cycle7-g-pg2-2.cnf,ganak,--hom,0.033637672604527324,36,pg2-3
cnf-hom-h-cycle7-g-pg2-2.cnf,homSub,--hom,0.07340186070359778,36,pg2-3
cnf-hom-h-cycle7-g-pg2-2.cnf,sharp,--hom,0.01734200350183528,36,pg2-3
cnf-hom-h-cycle7-g-pg2-3.cnf,ganak,--hom,0.07746047540276776,36,pg2-3
cnf-hom-h-cycle7-g-pg2-3.cnf,homSub,--hom,0.07487530219659674,36,pg2-3
cnf-hom-h-cycle7-g-pg2-3.cnf,sharp,--hom,0.06336595820030197,36,pg2-3
cnf-hom-h-cycle7-g-pg2-4.cnf,ganak,--hom,0.39339705819438675,36,pg2-3
cnf-hom-h-cycle7-g-pg2-4.cnf,homSub,--hom,0.07602638059761375,36,pg2-3
cnf-hom-h-cycle7-g-pg2-4.cnf,sharp,--hom,0.2716002934932476,36,pg2-3
cnf-hom-h-cycle7-g-pg2-5.cnf,ganak,--hom,1.5768319557973882,36,pg2-3
cnf-hom-h-cycle7-g-pg2-5.cnf,homSub,--hom,0.07840041799645406,36,pg2-3
cnf-hom-h-cycle7-g-pg2-5.cnf,sharp,--hom,0.8592409791017417,36,pg2-3
cnf-hom-h-cycle7-g-pg2-7.cnf,ganak,--hom,6.859196881507524,36,pg2-3
cnf-hom-h-cycle7-g-pg2-7.cnf,homSub,--hom,0.09608815000101459,36,pg2-3
cnf-hom-h-cycle7-g-pg2-7.cnf,sharp,--hom,6.835379672399722,36,pg2-3
cnf-hom-h-cycle7-g-pg2-8.cnf,ganak,--hom,13.459700489797978,36,pg2-3
cnf-hom-h-cycle7-g-pg2-8.cnf,homSub,--hom,0.11464579979947305,36,pg2-3
cnf-hom-h-cycle7-g-pg2-8.cnf,sharp,--hom,37.37988170539902,36,pg2-3
cnf-hom-h-example-g-pg2-2.cnf,ganak,--hom,0.02645695480168797,36,pg2-3
cnf-hom-h-example-g-pg2-2.cnf,homSub,--hom,0.0720270034042187,36,pg2-3
cnf-hom-h-example-g-pg2-2.cnf,sharp,--hom,0.010428919398691505,36,pg2-3
cnf-hom-h-example-g-pg2-3.cnf,ganak,--hom,0.029264102995512076,36,pg2-3
cnf-hom-h-example-g-pg2-3.cnf,homSub,--hom,0.07370388380077202,36,pg2-3
cnf-hom-h-example-g-pg2-3.cnf,sharp,--hom,0.013263455202104524,36,pg2-3
cnf-hom-h-example-g-pg2-4.cnf,ganak,--hom,0.038065450001158754,36,pg2-3
cnf-hom-h-example-g-pg2-4.cnf,homSub,--hom,0.07682296400016639,36,pg2-3
cnf-hom-h-example-g-pg2-4.cnf,sharp,--hom,0.02264309279853478,36,pg2-3
cnf-hom-h-example-g-pg2-5.cnf,ganak,--hom,0.056372822902631015,36,pg2-3
cnf-hom-h-example-g-pg2-5.cnf,homSub,--hom,0.07345310319797135,36,pg2-3
cnf-hom-h-example-g-pg2-5.cnf,sharp,--hom,0.04037965229363181,36,pg2-3
cnf-hom-h-example-g-pg2-7.cnf,ganak,--hom,0.17088495019997935,36,pg2-3
cnf-hom-h-example-g-pg2-7.cnf,homSub,--hom,0.08825364009535405,36,pg2-3
cnf-hom-h-example-g-pg2-7.cnf,sharp,--hom,0.1385955918027321,36,pg2-3
cnf-hom-h-example-g-pg2-8.cnf,ganak,--hom,0.2713618417008547,36,pg2-3
cnf-hom-h-example-g-pg2-8.cnf,homSub,--hom,0.10722751449793577,36,pg2-3
cnf-hom-h-example-g-pg2-8.cnf,sharp,--hom,0.2613304365979275,36,pg2-3
cnf-hom-h-k3-g-pg2-2.cnf,ganak,--hom,0.02671142949257046,36,pg2-3
cnf-hom-h-k3-g-pg2-2.cnf,homSub,--hom,0.08932994280476123,36,pg2-3
cnf-hom-h-k3-g-pg2-2.cnf,sharp,--hom,0.009686230402439832,36,pg2-3
cnf-hom-h-k3-g-pg2-3.cnf,ganak,--hom,0.02915642850275617,36,pg2-3
cnf-hom-h-k3-g-pg2-3.cnf,homSub,--hom,0.08449687260144856,36,pg2-3
cnf-hom-h-k3-g-pg2-3.cnf,sharp,--hom,0.012726613500854,36,pg2-3
cnf-hom-h-k3-g-pg2-4.cnf,ganak,--hom,0.031622686597984284,36,pg2-3
cnf-hom-h-k3-g-pg2-4.cnf,homSub,--hom,0.0768615317036165,36,pg2-3
cnf-hom-h-k3-g-pg2-4.cnf,sharp,--hom,0.016098038596101105,36,pg2-3
cnf-hom-h-k3-g-pg2-5.cnf,ganak,--hom,0.03993508249986917,36,pg2-3
cnf-hom-h-k3-g-pg2-5.cnf,homSub,--hom,0.08193716870155185,36,pg2-3
cnf-hom-h-k3-g-pg2-5.cnf,sharp,--hom,0.025324392100446857,36,pg2-3
cnf-hom-h-k3-g-pg2-7.cnf,ganak,--hom,0.08294875300198327,36,pg2-3
cnf-hom-h-k3-g-pg2-7.cnf,homSub,--hom,0.09213784379826392,36,pg2-3
cnf-hom-h-k3-g-pg2-7.cnf,sharp,--hom,0.06986234069627244,36,pg2-3
cnf-hom-h-k3-g-pg2-8.cnf,ganak,--hom,0.15495216079580132,36,pg2-3
cnf-hom-h-k3-g-pg2-8.cnf,homSub,--hom,0.10531615899817552,36,pg2-3
cnf-hom-h-k3-g-pg2-8.cnf,sharp,--hom,0.1265245492075337,36,pg2-3
cnf-hom-h-square-g-pg2-2.cnf,ganak,--hom,0.027678375600953587,36,pg2-3
cnf-hom-h-square-g-pg2-2.cnf,homSub,--hom,0.0710624182014726,36,pg2-3
cnf-hom-h-square-g-pg2-2.cnf,sharp,--hom,0.010476094091427513,36,pg2-3
cnf-hom-h-square-g-pg2-3.cnf,ganak,--hom,0.03026458680105861,36,pg2-3
cnf-hom-h-square-g-pg2-3.cnf,homSub,--hom,0.08426027179812082,36,pg2-3
cnf-hom-h-square-g-pg2-3.cnf,sharp,--hom,0.014261576204444282,36,pg2-3
cnf-hom-h-square-g-pg2-4.cnf,ganak,--hom,0.04590395760606043,36,pg2-3
cnf-hom-h-square-g-pg2-4.cnf,homSub,--hom,0.07446772999537643,36,pg2-3
cnf-hom-h-square-g-pg2-4.cnf,sharp,--hom,0.025409440405201166,36,pg2-3
cnf-hom-h-square-g-pg2-5.cnf,ganak,--hom,0.05917081110237632,36,pg2-3
cnf-hom-h-square-g-pg2-5.cnf,homSub,--hom,0.08117465839313809,36,pg2-3
cnf-hom-h-square-g-pg2-5.cnf,sharp,--hom,0.0408102062967373,36,pg2-3
cnf-hom-h-square-g-pg2-7.cnf,ganak,--hom,0.26280624120263385,36,pg2-3
cnf-hom-h-square-g-pg2-7.cnf,homSub,--hom,0.08811619570187759,36,pg2-3
cnf-hom-h-square-g-pg2-7.cnf,sharp,--hom,0.15817395690246486,36,pg2-3
cnf-hom-h-square-g-pg2-8.cnf,ganak,--hom,0.47591087470354976,36,pg2-3
cnf-hom-h-square-g-pg2-8.cnf,homSub,--hom,0.10218849440279883,36,pg2-3
cnf-hom-h-square-g-pg2-8.cnf,sharp,--hom,0.3104584148008144,36,pg2-3
cnf-hom-h-trianglehouse-g-pg2-2.cnf,ganak,--hom,0.028512419198523275,36,pg2-3
cnf-hom-h-trianglehouse-g-pg2-2.cnf,homSub,--hom,0.07472757330397144,36,pg2-3
cnf-hom-h-trianglehouse-g-pg2-2.cnf,sharp,--hom,0.010837390497908928,36,pg2-3
cnf-hom-h-trianglehouse-g-pg2-3.cnf,ganak,--hom,0.02942724889726378,36,pg2-3
cnf-hom-h-trianglehouse-g-pg2-3.cnf,homSub,--hom,0.07259829900285694,36,pg2-3
cnf-hom-h-trianglehouse-g-pg2-3.cnf,sharp,--hom,0.013613366900244728,36,pg2-3
cnf-hom-h-trianglehouse-g-pg2-4.cnf,ganak,--hom,0.03577769020048436,36,pg2-3
cnf-hom-h-trianglehouse-g-pg2-4.cnf,homSub,--hom,0.07306104579765815,36,pg2-3
cnf-hom-h-trianglehouse-g-pg2-4.cnf,sharp,--hom,0.022349820000817998,36,pg2-3
cnf-hom-h-trianglehouse-g-pg2-5.cnf,ganak,--hom,0.05623751700040884,36,pg2-3
cnf-hom-h-trianglehouse-g-pg2-5.cnf,homSub,--hom,0.07315476780058816,36,pg2-3
cnf-hom-h-trianglehouse-g-pg2-5.cnf,sharp,--hom,0.03901098929636646,36,pg2-3
cnf-hom-h-trianglehouse-g-pg2-7.cnf,ganak,--hom,0.15031920329784043,36,pg2-3
cnf-hom-h-trianglehouse-g-pg2-7.cnf,homSub,--hom,0.0874998411978595,36,pg2-3
cnf-hom-h-trianglehouse-g-pg2-7.cnf,sharp,--hom,0.12637969139323105,36,pg2-3
cnf-hom-h-trianglehouse-g-pg2-8.cnf,ganak,--hom,0.2587515662977239,36,pg2-3
cnf-hom-h-trianglehouse-g-pg2-8.cnf,homSub,--hom,0.10409278270381037,36,pg2-3
cnf-hom-h-trianglehouse-g-pg2-8.cnf,sharp,--hom,0.21986728560295887,36,pg2-3
cnf-emb-h-cycle5-g-sts-13.cnf,ganak,--emb,0.5975352577981539,30,sts-13
cnf-emb-h-cycle5-g-sts-13.cnf,homSub,--emb,0.08335450769809541,30,sts-13
cnf-emb-h-cycle5-g-sts-13.cnf,sharp,--emb,0.4637627843010705,30,sts-13
cnf-emb-h-cycle5-g-sts-15.cnf,ganak,--emb,1.6148956704040756,30,sts-13
cnf-emb-h-cycle5-g-sts-15.cnf,homSub,--emb,0.07928751080180518,30,sts-13
cnf-emb-h-cycle5-g-sts-15.cnf,sharp,--emb,1.3158195367053849,30,sts-13
cnf-emb-h-cycle5-g-sts-19.cnf,ganak,--emb,9.404539679497248,30,sts-13
cnf-emb-h-cycle5-g-sts-19.cnf,homSub,--emb,0.08355745270382613,30,sts-13
cnf-emb-h-cycle5-g-sts-19.cnf,sharp,--emb,8.46246521009889,30,sts-13
cnf-emb-h-cycle5-g-sts-7.cnf,ganak,--emb,0.033205242006806655,30,sts-13
cnf-emb-h-cycle5-g-sts-7.cnf,homSub,--emb,0.09353922940208577,30,sts-13
cnf-emb-h-cycle5-g-sts-7.cnf,sharp,--emb,0.010673863400006667,30,sts-13
cnf-emb-h-cycle5-g-sts-9.cnf,ganak,--emb,0.07577151989971753,30,sts-13
cnf-emb-h-cycle5-g-sts-9.cnf,homSub,--emb,0.09227619460434652,30,sts-13
cnf-emb-h-cycle5-g-sts-9.cnf,sharp,--emb,0.029550147490226664,30,sts-13
cnf-emb-h-cycle7-g-sts-13.cnf,ganak,--emb,90.0,30,sts-13
cnf-emb-h-cycle7-g-sts-13.cnf,homSub,--emb,0.10914535569900181,30,sts-13
cnf-emb-h-cycle7-g-sts-13.cnf,sharp,--emb,90.0,30,sts-13
cnf-emb-h-cycle7-g-sts-15.cnf,ganak,--emb,90.0,30,sts-13
cnf-emb-h-cycle7-g-sts-15.cnf,homSub,--emb,0.12099870870006271,30,sts-13
cnf-emb-h-cycle7-g-sts-15.cnf,sharp,--emb,90.0,30,sts-13
cnf-emb-h-cycle7-g-sts-19.cnf,ganak,--emb,90.0,30,sts-13
cnf-emb-h-cycle7-g-sts-19.cnf,homSub,--emb,0.13513188059732784,30,sts-13
cnf-emb-h-cycle7-g-sts-19.cnf,sharp,--emb,90.0,30,sts-13
cnf-emb-h-cycle7-g-sts-7.cnf,ganak,--emb,0.04126035170338582,30,sts-13
cnf-emb-h-cycle7-g-sts-7.cnf,homSub,--emb,0.12586530129774473,30,sts-13
cnf-emb-h-cycle7-g-sts-7.cnf,sharp,--emb,0.020040955298463815,30,sts-13
cnf-emb-h-cycle7-g-sts-9.cnf,ganak,--emb,0.6924978104943875,30,sts-13
cnf-emb-h-cycle7-g-sts-9.cnf,homSub,--emb,0.10953404910105746,30,sts-13
cnf-emb-h-cycle7-g-sts-9.cnf,sharp,--emb,0.6727965993952238,30,sts-13
cnf-emb-h-example-g-sts-13.cnf,ganak,--emb,0.38255647710175256,30,sts-13
cnf-emb-h-example-g-sts-13.cnf,homSub,--emb,0.10094159220170695,30,sts-13
cnf-emb-h-example-g-sts-13.cnf,sharp,--emb,0.26310732859710695,30,sts-13
cnf-emb-h-example-g-sts-15.cnf,ganak,--emb,0.8675964468973689,30,sts-13
cnf-emb-h-example-g-sts-15.cnf,homSub,--emb,0.08861764800385571,30,sts-13
cnf-emb-h-example-g-sts-15.cnf,sharp,--emb,0.6967656066990457,30,sts-13
cnf-emb-h-example-g-sts-19.cnf,ganak,--emb,3.7306564727972726,30,sts-13
cnf-emb-h-example-g-sts-19.cnf,homSub,--emb,0.08808593159774318,30,sts-13
cnf-emb-h-example-g-sts-19.cnf,sharp,--emb,3.1706336428032955,30,sts-13
cnf-emb-h-example-g-sts-7.cnf,ganak,--emb,0.03346271560003515,30,sts-13
cnf-emb-h-example-g-sts-7.cnf,homSub,--emb,0.10493139070167672,30,sts-13
cnf-emb-h-example-g-sts-7.cnf,sharp,--emb,0.010270885500358418,30,sts-13
cnf-emb-h-example-g-sts-9.cnf,ganak,--emb,0.05004948020505253,30,sts-13
cnf-emb-h-example-g-sts-9.cnf,homSub,--emb,0.08943909689551219,30,sts-13
cnf-emb-h-example-g-sts-9.cnf,sharp,--emb,0.027961505093844607,30,sts-13
cnf-emb-h-k3-g-sts-13.cnf,ganak,--emb,0.03602951979264617,30,sts-13
cnf-emb-h-k3-g-sts-13.cnf,homSub,--emb,0.09458023720071651,30,sts-13
cnf-emb-h-k3-g-sts-13.cnf,sharp,--emb,0.016955244104610755,30,sts-13
cnf-emb-h-k3-g-sts-15.cnf,ganak,--emb,0.04750742939650081,30,sts-13
cnf-emb-h-k3-g-sts-15.cnf,homSub,--emb,0.09011493680009153,30,sts-13
cnf-emb-h-k3-g-sts-15.cnf,sharp,--emb,0.024010013497900218,30,sts-13
cnf-emb-h-k3-g-sts-19.cnf,ganak,--emb,0.11462948310072534,30,sts-13
cnf-emb-h-k3-g-sts-19.cnf,homSub,--emb,0.08639443389256485,30,sts-13
cnf-emb-h-k3-g-sts-19.cnf,sharp,--emb,0.053997994802193715,30,sts-13
cnf-emb-h-k3-g-sts-7.cnf,ganak,--emb,0.030646865992457605,30,sts-13
cnf-emb-h-k3-g-sts-7.cnf,homSub,--emb,0.09062732209858951,30,sts-13
cnf-emb-h-k3-g-sts-7.cnf,sharp,--emb,0.009119153197389096,30,sts-13
cnf-emb-h-k3-g-sts-9.cnf,ganak,--emb,0.030028117189067415,30,sts-13
cnf-emb-h-k3-g-sts-9.cnf,homSub,--emb,0.09143062630319036,30,sts-13
cnf-emb-h-k3-g-sts-9.cnf,sharp,--emb,0.010301177093060688,30,sts-13
cnf-emb-h-square-g-sts-13.cnf,ganak,--emb,0.11927965459763072,30,sts-13
cnf-emb-h-square-g-sts-13.cnf,homSub,--emb,0.0780327010055771,30,sts-13
cnf-emb-h-square-g-sts-13.cnf,sharp,--emb,0.06565774150949437,30,sts-13
cnf-emb-h-square-g-sts-15.cnf,ganak,--emb,0.21987200730363837,30,sts-13
cnf-emb-h-square-g-sts-15.cnf,homSub,--emb,0.07971433149650693,30,sts-13
cnf-emb-h-square-g-sts-15.cnf,sharp,--emb,0.13308963050367312,30,sts-13
cnf-emb-h-square-g-sts-19.cnf,ganak,--emb,0.6904325200099265,30,sts-13
